id,title,name,requirements,tasks,text,pageUrl
JOB170301237371,"Data Engineer - Streaming Technology - Hadoop, hdfs, Java, Python","Data Engineer - Streaming Technology - Hadoop, hdfs, Java, Python","🍺, 🏓, ⚽️ and 🕺💃","Take over responsibility in designing and developing our data processing pipeline,Build up a centralized data warehouse in the long run that acts as the unique source of all relevant data,Work closely together with other engineers and the BI team to understand the data that we are collecting,Zattoo a 360 ° view on it's users actions and journey's,Be in-house consultant for best track, store and access data,Minimum of 3 years working as a Data Engineer,Bachelor Degree in Computer Science or related studies,Ability to maintain ETL stack,Ability to engineer ETL processing through the whole data pipeline,Fluent verbal and written English skills,Strong communication and presentation skills,Experience in the following technologies:
Jenkins
Various database technologies search as MySQL / Postgres / vertica / SAP HANA
SQL
Hadoop / hdfs (AWS-EMR, Pig, Impala, Apache Parquet)
tableau,Jenkins,Various database technologies search as MySQL / Postgres / vertica / SAP HANA,SQL,Hadoop / hdfs (AWS-EMR, Pig, Impala, Apache Parquet),tableau,Bonus: Deep knowledge in ETL processing big amounts of data,Bonus: Ability to write hadoop map reduce jobs,Bonus: Dev skills to transform data via scripting language like ruby ​​/ python or java / golang,Bonus: Experience with streaming frameworks such as spark / storm / samza / nimble,Bonus: Experience with Kafka,Flexible work schedules,Cool and comfortable offices,Relaxed atmosphere, no dress code,Working with an awesome product,Motivated and international team","
Job description
Zattoo is creating the future of television, live and on demand.
We build apps for mobile, web and big screens like Apple, Android, Samsung, Amazon Fire TV, Xbox One and many more.
The Role
Data is a core advantage of OTT / unicast TV over traditional broadcast. We know exactly what content our viewers watch, how popular a show and how many seconds of each and every ad campaign is viewed.
At Zattoo we are already reading a lot of our data, but we do not want it anymore, as we believe in the power of data. We want to make it an even stronger part of our everyday life. We want to build day to day business more on hard facts and less on good feeling. Therefore we are looking for an experienced Data Engineer to join our motivated team. You want to be in the center of our data collection and processing pipeline, and you want to get started with a scalable, reliable and robust pipeline that feeds into many other systems.
The Tasks
Take over responsibility in designing and developing our data processing pipeline
Build up a centralized data warehouse in the long run that acts as the unique source of all relevant data
Work closely together with other engineers and the BI team to understand the data that we are collecting
Zattoo a 360 ° view on it's users actions and journey's
Be in-house consultant for best track, store and access data
What we expect from you
Minimum of 3 years working as a Data Engineer
Bachelor Degree in Computer Science or related studies
Ability to maintain ETL stack
Ability to engineer ETL processing through the whole data pipeline
Fluent verbal and written English skills
Strong communication and presentation skills
Experience in the following technologies:
Jenkins
Various database technologies search as MySQL / Postgres / vertica / SAP HANA
SQL
Hadoop / hdfs (AWS-EMR, Pig, Impala, Apache Parquet)
tableau
Bonus: Deep knowledge in ETL processing big amounts of data
Bonus: Ability to write hadoop map reduce jobs
Bonus: Dev skills to transform data via scripting language like ruby ​​/ python or java / golang
Bonus: Experience with streaming frameworks such as spark / storm / samza / nimble
Bonus: Experience with Kafka
What's in it for you?
Flexible work schedules
Cool and comfortable offices
Relaxed atmosphere, no dress code
Working with an awesome product
Motivated and international team
🍺, 🏓, ⚽️ and 🕺💃
",https://stackoverflow.com/jobs/201510/data-engineer-streaming-technology-hadoop-zattoo
JOB170935419952,Senior Data Engineer - BlackLocus Jobs in Texas,Senior Data Engineer - BlackLocus Jobs in Texas,,"The specific accommodation requested to complete the employment application.,The name of the organization being represented,The location of the organization","
The Home Depot is committed to being an equal employment employer offering opportunities to all job seekers including individuals with disabilities. If you believe you need reasonable accommodations in order to search for a job opening or to apply for a position please contact us by sending an email to myTHDHR@homedepot.com. This email box is designed to assist job seekers who require reasonable accommodation to the application process. A response to your request may take up to two business days.
In your email please include the following:
The specific accommodation requested to complete the employment application.
The Home Depot store location(s) (city, state) to which you would like to apply
If you are a third-party organization supporting individuals with disabilities, please send an email to myTHDHR@homedepot.com
In your email please include the following
The name of the organization being represented
The location of the organization
A brief description of your need
Please Note:
Emails sent for non-disability related issues such as following up on an application will not receive a response.
Thank you
",https://militaryjobs.homedepot.com/senior-data-engineer-blacklocus/jobs-in/texas/usa/jobs/?utm_medium=.JOBS%20Universe&utm_campaign=.JOBS%20RSS%20Feed&vs=25&utm_source=.JOBS%20RSS%20Feed-DE
JOB173146777713,Data Engineer,Data Engineer,Experience with Agile Methodologies such as Scrum or Kanban,"Being a member of the Metareview team, you will be working in a cross-discipline delivery team focused on one of many core data products.,Gather and process raw data at scale using frameworks such as Hadoop MR and Spark.,Maintain and write new data processing pipelines handling hundreds of GB of data.,Optimize and improve existing features or data processes for performance and stability,Apply machine learning algorithms to improve our product and drive decisions,3+ years of experience building data intensive applications.,Very strong programming and architectural experience, ideally in Python, Java or Scala but we are open to other experience if you would like to become a Python hacker.,You find creative solutions to tough problems. You are not only a great developer, you are also an architect, who is not afraid to pave the way for bigger and better things.,Experience and skills to clean and scrub noisy datasets.,Experience building data pipelines and ETLs using MapReduce, Spark or Flink.,Expert-level knowledge in Python. Experience in frameworks such as Pandas, Scikit-learn, Scipy, Luigi / Airflow is a plus.,Love for the command line with optional affinity for Linux scripting,Experience with Big data technologies (Hadoop, Spark, Flink, Hive, Impala, HBase, Pig, Redshift, Kafka),Experience building scalable REST-APIs using Python or similar technologies.,Experience with data mining, machine learning, natural language processing, or information retrieval is a plus.,Experience with AWS or other IaaS/PaaS.","
Job description
Imagine a workplace which encourages you to take on responsibility and where your ideas will be heard and implemented. Imagine a fast paced environment where your performance makes the difference. This is TrustYou!
We are looking for adventurers to join our smart and inspiring team!
TrustYou creates summaries of hotel reviews, with the goal of being as useful, or more, than a summary written by humans. And it's our data engineers that make this happen!
As data engineer at TrustYou, you will be part of an international, talented and motivated team that uses their combined knowledge of machine learning, natural language processing and big data technologies to build the TrustYou Meta-Review.
You are the perfect candidate if you enjoy researching, prototyping and finetuning algorithms to solve novel problems. Our engineers are willing to walk the extra mile to make sure our solution is not only good, but great and beneficial for millions of travelers. You will systematically look for weaknesses and areas for improvement in our approaches, and will be motivated by them to create even better solutions.
TrustYou runs on Python. We employ both linguists and machine learning experts, who collaborate to build the best product possible. Our solutions need to scale to process all hotel reviews on the Internet. New projects are written in Apache Spark, while we also maintain a codebase of MapReduce jobs.
What challenges await you?
Being a member of the Metareview team, you will be working in a cross-discipline delivery team focused on one of many core data products.
Gather and process raw data at scale using frameworks such as Hadoop MR and Spark.
Maintain and write new data processing pipelines handling hundreds of GB of data.
Optimize and improve existing features or data processes for performance and stability
Apply machine learning algorithms to improve our product and drive decisions
What do we expect from you?
3+ years of experience building data intensive applications.
Very strong programming and architectural experience, ideally in Python, Java or Scala but we are open to other experience if you would like to become a Python hacker.
You find creative solutions to tough problems. You are not only a great developer, you are also an architect, who is not afraid to pave the way for bigger and better things.
Experience and skills to clean and scrub noisy datasets.
Experience building data pipelines and ETLs using MapReduce, Spark or Flink.
Good to have:
Expert-level knowledge in Python. Experience in frameworks such as Pandas, Scikit-learn, Scipy, Luigi / Airflow is a plus.
Love for the command line with optional affinity for Linux scripting
Experience with Big data technologies (Hadoop, Spark, Flink, Hive, Impala, HBase, Pig, Redshift, Kafka)
Experience building scalable REST-APIs using Python or similar technologies.
Experience with data mining, machine learning, natural language processing, or information retrieval is a plus.
Experience with AWS or other IaaS/PaaS.
Experience with Agile Methodologies such as Scrum or Kanban
",https://stackoverflow.com/jobs/142103/data-engineer-trustyou
JOB173150464078,Senior Data Engineer (Intelligence Platform),Senior Data Engineer (Intelligence Platform),,"Build ETL processes from 3rd party API integration to ingestion into our data store.,Research, design, and implement NLP functions such as keyword and named entity extraction.,Develop machine learning driven search ranking and recommendation algorithms.,Help diagnose/fix production issues as they arise.,Minimum of 3 years experience developing in a production environment.,Proficient in Python, Go, JVM based, or other server side languages.,Experience with NLTK, scikit-learn, or similar technologies.,Ability to research and implement solutions on your own.,Good testing habits.","
Job description
As a Senior Fullstack Engineer, on the data platform, your work building highly scalable data pipelines directly impacts the accuracy and performance of our search intelligence and recommendations platform.
Your Responsibilities
Build ETL processes from 3rd party API integration to ingestion into our data store.
Research, design, and implement NLP functions such as keyword and named entity extraction.
Develop machine learning driven search ranking and recommendation algorithms.
Help diagnose/fix production issues as they arise.
Your Experience
Minimum of 3 years experience developing in a production environment.
Proficient in Python, Go, JVM based, or other server side languages.
Experience with NLTK, scikit-learn, or similar technologies.
Ability to research and implement solutions on your own.
Good testing habits.
Life at Seva
Our mission stems from the rapid effects software and automation and are having on the way we work today. Did you know that the average knowledge worker uses 10 - 13 apps as part of their daily stack, and that we can spend up to 8 hours a week searching for, organizing, and verifying information? In an age where we using AI/ML based solutions to power a growing number of applications at work, we still can't extract valuable information stored in all of our cloud silos.
At Seva we are a small, but seasoned group of engineers, data scientists, and entrepreneurs. We're passionate about our mission to reimagine how the modern employee discovers and organizes information across our fragmented cloud stack at work.
By joining our small team in NYC you'll be guaranteed to work with some really smart, and passionate people - and given our size, every deploy will make a massive impact on our business. We look forward to meeting you, and learning from you too!
Joel Test
",https://stackoverflow.com/jobs/200900/senior-data-engineer-intelligence-platform-seva
JOB173193652313,Data Engineer - Hadoop,Data Engineer - Hadoop,We have a strong preference for someone experienced with Python rather than Java,"Explore new ways of transforming and analyzing data and continuously expand and improve the performance of our data pipelines.,Build prototypes, fast, and determine what their worth are in the business and within the infrastructure before iterating and improving them.,Work closely with Data Scientists and Product Managers to decide how best to structure and store data in order to make it easily accessible to business users.,Evaluate and develop highly distributed Big Data solutions; You will advance our software architecture and tool set to meet growing business requirements regarding performance and data-quality.,A Data Engineer who likes to experiment with and explore new tools and technologies. You will be familiar with tools in the Hadoop ecosystem including Spark, Kafka, Hive or similar.,You are a Software Engineer with experience in modern backend web technologies.,You know how to design and build low-maintenance, high performing ETL processes and Data pipelines.,You can communicate an idea clearly on various levels of abstraction, depending on the audience.,Professional experience with relational databases: reading, writing and optimizing complex statements.","
Job description
Our Data Story
With thousands of active lots every day, hundreds of thousands of daily bids, millions of users, and countless marketing campaigns, the Catawiki platform generates vast amount of data every day. This data is being collected and stored in the Data warehouse, which is used extensively by our team of 10 analysts and data scientists. There are also hundreds of active internal users of our Web interface to the Data warehouse.
As Catawiki grows and produces more data, our Analysts would like to perform even more sophisticated analyses, our Data Scientists want more data, and yes, Product owners want more dashboards! With this in mind, Catawiki is building a new distributed data platform using tools from the Hadoop ecosystem that can accommodate the rapidly growing amount of data and requirements of analysts, data scientists, and product owners.
We have started streaming event data and writing data pipelines in Apache Airflow that transform this data with Apache Spark, and now Catawiki needs more Data Engineers to help us tackle the challenge of bringing even more data sources into our platform and transforming and organizing this data for analysis and consumption by other applications. It’s a big challenge but one that we’re really excited about solving.
What you will do
Evolve our current infrastructure to a distributed system and help build scalable data pipelines using the Hadoop ecosystem. You will work in cooperation with our Software Engineers, Devops Engineers, Data Scientists and Product Managers to:
Explore new ways of transforming and analyzing data and continuously expand and improve the performance of our data pipelines.
Build prototypes, fast, and determine what their worth are in the business and within the infrastructure before iterating and improving them.
Work closely with Data Scientists and Product Managers to decide how best to structure and store data in order to make it easily accessible to business users.
Evaluate and develop highly distributed Big Data solutions; You will advance our software architecture and tool set to meet growing business requirements regarding performance and data-quality.
Who you are
A Data Engineer who likes to experiment with and explore new tools and technologies. You will be familiar with tools in the Hadoop ecosystem including Spark, Kafka, Hive or similar.
You are a Software Engineer with experience in modern backend web technologies.
You know how to design and build low-maintenance, high performing ETL processes and Data pipelines.
You can communicate an idea clearly on various levels of abstraction, depending on the audience.
Professional experience with relational databases: reading, writing and optimizing complex statements.
We have a strong preference for someone experienced with Python rather than Java
",https://stackoverflow.com/jobs/199278/data-engineer-hadoop-catawiki
JOB173198050362,"Senior Data Engineer - BlackLocus Jobs in Austin, TX","Senior Data Engineer - BlackLocus Jobs in Austin, TX",,"The specific accommodation requested to complete the employment application.,The name of the organization being represented,The location of the organization","
The Home Depot is committed to being an equal employment employer offering opportunities to all job seekers including individuals with disabilities. If you believe you need reasonable accommodations in order to search for a job opening or to apply for a position please contact us by sending an email to myTHDHR@homedepot.com. This email box is designed to assist job seekers who require reasonable accommodation to the application process. A response to your request may take up to two business days.
In your email please include the following:
The specific accommodation requested to complete the employment application.
The Home Depot store location(s) (city, state) to which you would like to apply
If you are a third-party organization supporting individuals with disabilities, please send an email to myTHDHR@homedepot.com
In your email please include the following
The name of the organization being represented
The location of the organization
A brief description of your need
Please Note:
Emails sent for non-disability related issues such as following up on an application will not receive a response.
Thank you
",https://militaryjobs.homedepot.com/senior-data-engineer-blacklocus/jobs-in/austin/texas/usa/jobs/?utm_campaign=.JOBS%20RSS%20Feed&utm_source=.JOBS%20RSS%20Feed-DE&utm_medium=.JOBS%20Universe&vs=25
JOB173729753188,Senior Data Engineer,Senior Data Engineer,,"SQL. Teach us something new, show us what you’ve got,Python/Scala/C# You’ve coded before, you know the importance of efficient, clean code,Cloud – we use Azure,Someone who understands complex data and the challenges of accessing it,A real bottom-line person, not someone who throws terms like “big data” around because it’s popular,Traditional/relational databases, Lakes, or Pub/Subs make no difference to you,Database concepts – indexes, execution engines, etc,Database Administration experience (Azure DWH, SqlServer, Postgresql),You understand that databases are an integral part of being a Data Engineer,You like to ask questions and devise a complete solution,You want to understand the data (not only the pipes) and you can definitely perform some analytics and build dashboards because you like it.,You know that you don’t know enough, and it bothers you that there isn’t enough time in the day to learn about the next topic.,You’re up-to-date on new trends in data – you know who’s using what to solve various problems and are excited for the next release of your favorite tool,If you like being thrown in the deep end of the pool, this team’s for you.,You believe and want to participate in a blameless culture which focuses on process and technology,You don’t sleep well at night when you leave work with a question unanswered,You feel accountable for everything you do and that sense of urgency has been driving you your entire life,You like to have a good time while getting things done,When we say a “team player” we mean it - you have a crisp high-five and funny stories to tell,You have your team’s back. And the team has yours.,Sense of humor is hugely preferred","
Job description
We’re looking for data fanatics to join the A Team of engineers and analysts that are responsible for building Quadpay’s data infrastructure. We need people who understand data at a granular level – they don’t rely on any one tool but rather understand them all, and each of their pros and cons. This is a unique opportunity to build the data strategy and architecture at a data driven startup that’s changing the world of finance, shoulder to shoulder with a tight team that has your back.
You dream in code:
SQL. Teach us something new, show us what you’ve got
Python/Scala/C# You’ve coded before, you know the importance of efficient, clean code
You thrive in any data environment:
Cloud – we use Azure
Someone who understands complex data and the challenges of accessing it
A real bottom-line person, not someone who throws terms like “big data” around because it’s popular
Traditional/relational databases, Lakes, or Pub/Subs make no difference to you
You know databases inside and out:
Database concepts – indexes, execution engines, etc
Database Administration experience (Azure DWH, SqlServer, Postgresql)
You understand that databases are an integral part of being a Data Engineer
You enjoy looking at and solving big picture problems:
You like to ask questions and devise a complete solution
You want to understand the data (not only the pipes) and you can definitely perform some analytics and build dashboards because you like it.
You love learning new things:
You know that you don’t know enough, and it bothers you that there isn’t enough time in the day to learn about the next topic.
You’re up-to-date on new trends in data – you know who’s using what to solve various problems and are excited for the next release of your favorite tool
If you like being thrown in the deep end of the pool, this team’s for you.
You’re a culture fit:
You believe and want to participate in a blameless culture which focuses on process and technology
You don’t sleep well at night when you leave work with a question unanswered
You feel accountable for everything you do and that sense of urgency has been driving you your entire life
You like to have a good time while getting things done
When we say a “team player” we mean it - you have a crisp high-five and funny stories to tell
You have your team’s back. And the team has yours.
Sense of humor is hugely preferred
Technology is changing the way people interact with the world and we’re bringing that revolution to the way people shop and transact. We allow shoppers to buy anywhere, at anytime - and pay in 4 interest-free, automatic installments over 6 weeks. You get the product right away and QuadPay will pay the merchant upfront. We're looking for someone who can join our high-functioning team of passionate support professionals and we value a range of diverse backgrounds, experiences, and ideas. We pride ourselves on diversity and creating an inclusive workplace that provides equal opportunities to all persons regardless of age, race, color, religion, sex, sexual orientation, gender identity and expression, national origin, disability, military and/or veteran status, or any other protected classes. We're growing very quickly and always looking for talented people to join our team and help transform the way consumers shop and pay!
Life at Quadpay
About Quadpay
Our Mission
At QuadPay, our mission is to empower modern consumers with simple, transparent, and financially responsible payment tools.
We want to create a world where everyone has access to the things they need and want from life—and we’re always seeking talented, ambitious people to help us make this vision a reality.
Our Values
Put the customer first
Customer-centricity is in our DNA. Everything we build is simple and transparent.
Dare to try
Anyone can drive change. We channel curiosity, creativity, and passion to make it happen.
Execute with speed & precision
We have a bias for action, leaving no stone unturned.
Think and act as an owner
Every employee is a shareholder. We believe in our mission.
Be smart, stay humble
No egos or big personalities. Just smart people solving hard problems.
Enjoy the journey
We are building a business we believe in, and we’re having fun in the process.
Our Culture
A company is only as good as its employees—and at QuadPay, our team is second to none. As an organization, we are committed to maintaining a diverse and inclusive environment in which every employee can thrive.
Our sQuad is passionate, collaborative, and committed to growth.
Benefits
",http://stackoverflow.com/jobs/415728/senior-data-engineer-quadpay
JOB173940266497,Data Engineer,Data Engineer,,,"
Data Engineer
今すぐ応募する 採用情報 ID R1907861
Are you looking for a high energy team where you can make a direct contribution to envisioning and architecting next generation Data Analytics platform?
Are you looking to join a company with a vision to imagine, design, and create a better world who is also recognized as top places to work for in Silicon Valley?
Your next adventure at VMware is only a click away!
VMware's Data Analytics Team is looking for a Data Engineer to help build on Next generation Near Realtime BI Platform based on SAP HANA and Hadoop. You will be responsible for building and enhancing the solutions on the existing platform based on the business needs in partnering with fellow Developers and Business groups.
Responsibilities:
·Understand the business capability/requirements and transform them into robust design solutions
·Perform hands on work using Python, able to write complex SQL’s, understand API and be able to consume/write API’s as needed
·Perform report development using enterprise tools such as Tableau, SAP BOBJ and other open source reporting platforms.
·Perform hands on work using SAP HANA, Hadoop/HAWQ SDI/SLT, Informatica to build next generation NearRealTime data analytics platform.
·Integrate data sets from difference sources using Informatica, Python, SAP SDI/SLT
·Protect data integrity and accuracy. Perform root cause analysis of issues that hinder the data quality. Work with data source owner to increase quality and accuracy of the source data.
·Help data consumers to correctly understand and use the data.
·Building reports based on the business need.
Qualifications:
·5+ years of experience in as a BI/Data Engineer handling large volumes of data.
·Excellent knowledge of data warehouse technical architecture, infrastructure components, ETL/ELT and reporting/analytic tools.
·Expertise in writing advanced SQL queries.
·Experience working with Informatica, SAP SDI/SLT
·Expertise in SAP HANA, Hive/Hadoop/Hawq
·Working knowledge of BI Reporting tools like BOBJ and Tableau
·Experience in Python Scripting
·Familiarity with Amazon Web Services (AWS), Redshift is a plus
·Strong analytical and troubleshooting skills
·Excellent verbal and written communication skills
·Bachelor’s degree in Computer science, Statistics, Mathematics, Engineering or relevant field.
This position is eligible for the IT Apps Hiring FY20 referral campaign
VMware (NYSE: VMW) is the global leader in virtualization and cloud infrastructure, two areas that consistently rank as top priorities among CIOs. VMware delivers award-winning, customer-proven solutions that accelerate IT by reducing complexity and enabling more flexible, agile service delivery. Our solutions help organizations of all sizes, lower costs, increase business agility and ensure freedom of choice. We are searching for people who are ready to accelerate, innovate and lead to join our team of more than 20,000 employees in 40+ locations worldwide working to develop innovative solutions that deliver the future of IT through cloud computing. Having the audacity to challenge constraints and problem-solve for tomorrow starts today, and it starts with you. Learn more at www.vmware.com/careers
今すぐ応募する ",https://japan.careers.vmware.com/%e3%82%b8%e3%83%a7%e3%83%96/-/data-engineer/22639/12243798
JOB175250421263,"Senior Data Engineer, Cloud","Senior Data Engineer, Cloud",Gym membership compensation,"Drive design and implementation leveraging modern design patterns,Ability to partner effectively with UX, PM, DevOps, QE and other developers to design and implement meeting the spirit of requirements,Experience in modern front end frameworks,Technically curious to keep present on advances in technology,Experience with segregation of model, presentation, and business logic.,TDD experience and strong desire to build in test from the start.,Write code (Test or Product) to deliver against project timescales, quality and requirements in various languages including Java or other selected languages for Sophos Cloud products.,Provide guidance and mentorship to junior developers in daily Scrum meetings.,Possesses a passion for solving complex Big Data problems,Plan for, design and implement our next-generation cloud security products.,Be involved from inception through implementation in a real hands on fashion.,BS in Computer Science, Engineering, or equivalent with 7+ years of development and data modelling background,Building highly scalable SaaS solutions using Big Data technologies,Experience with CI/CD,Experience with Agile Software Development methodologies (scrum/ kanban),Excellent attention to detail,Excellent verbal and written communication skills,Experience with the following technologies (recommended) and strong desire to learn (required),Programming language -- Java (must)
Batch processing -- Hadoop ,MapReduce
Stream processing -- Kafka and Amazon Kinesis
NoSQL -S3 , MongoDB.
Columnar stores - HBASE, Amazon Redshift
Restful web services
Code/Build/Deployment -- git, hg, svn, maven, sbt, jenkins, bamboo, ...
Amazon Web Services
Data Warehousing/ built ETL,Programming language -- Java (must),Batch processing -- Hadoop ,MapReduce,Stream processing -- Kafka and Amazon Kinesis,NoSQL -S3 , MongoDB.,Columnar stores - HBASE, Amazon Redshift,Restful web services,Code/Build/Deployment -- git, hg, svn, maven, sbt, jenkins, bamboo, ...,Amazon Web Services,Data Warehousing/ built ETL,Medical insurance,Dental insurance,Vision insurance,Life insurance,Long-term disability insurance,401k plan,Vacation time","
At Sophos, we operate at the cutting edge of technology, protecting businesses worldwide against complex threats, viruses and spam. We build high quality software security products in a fast-paced, nimble environment and we've been doing it for over 20 years.
Join us to help our customers protect their business and meet compliance needs.
Role
To function as a senior data lead for product features or key technology choices and implementation. Collaborates as part of a team for the development of complex systems; including requirements analysis, concept development and design, implementation and testing, demonstrating flexibility of role as required
Main Duties
Drive design and implementation leveraging modern design patterns
Ability to partner effectively with UX, PM, DevOps, QE and other developers to design and implement meeting the spirit of requirements
Experience in modern front end frameworks
Technically curious to keep present on advances in technology
Experience with segregation of model, presentation, and business logic.
TDD experience and strong desire to build in test from the start.
Write code (Test or Product) to deliver against project timescales, quality and requirements in various languages including Java or other selected languages for Sophos Cloud products.
Provide guidance and mentorship to junior developers in daily Scrum meetings.
Possesses a passion for solving complex Big Data problems
Plan for, design and implement our next-generation cloud security products.
Be involved from inception through implementation in a real hands on fashion.
Experience And Skills
BS in Computer Science, Engineering, or equivalent with 7+ years of development and data modelling background
Building highly scalable SaaS solutions using Big Data technologies
Experience with CI/CD
Experience with Agile Software Development methodologies (scrum/ kanban)
Excellent attention to detail
Excellent verbal and written communication skills
Experience with the following technologies (recommended) and strong desire to learn (required)
Programming language -- Java (must)
Batch processing -- Hadoop ,MapReduce
Stream processing -- Kafka and Amazon Kinesis
NoSQL -S3 , MongoDB.
Columnar stores - HBASE, Amazon Redshift
Restful web services
Code/Build/Deployment -- git, hg, svn, maven, sbt, jenkins, bamboo, ...
Amazon Web Services
Data Warehousing/ built ETL
Benefits
In most cases, the compensation package includes:
Medical insurance
Dental insurance
Vision insurance
Life insurance
Long-term disability insurance
401k plan
Vacation time
Gym membership compensation
",https://www.sophos.com/es-es/about-us/careers/united-states/senior-data-engineer-cloud.aspx
JOB176051356716,"Senior Data Engineer - BlackLocus Jobs in Austin, TX","Senior Data Engineer - BlackLocus Jobs in Austin, TX",,"The specific accommodation requested to complete the employment application.,The name of the organization being represented,The location of the organization","
The Home Depot is committed to being an equal employment employer offering opportunities to all job seekers including individuals with disabilities. If you believe you need reasonable accommodations in order to search for a job opening or to apply for a position please contact us by sending an email to myTHDHR@homedepot.com. This email box is designed to assist job seekers who require reasonable accommodation to the application process. A response to your request may take up to two business days.
In your email please include the following:
The specific accommodation requested to complete the employment application.
The Home Depot store location(s) (city, state) to which you would like to apply
If you are a third-party organization supporting individuals with disabilities, please send an email to myTHDHR@homedepot.com
In your email please include the following
The name of the organization being represented
The location of the organization
A brief description of your need
Please Note:
Emails sent for non-disability related issues such as following up on an application will not receive a response.
Thank you
",https://militaryjobs.homedepot.com/senior-data-engineer-blacklocus/jobs-in/austin/texas/usa/jobs/?utm_source=.JOBS%20RSS%20Feed-DE&utm_campaign=.JOBS%20RSS%20Feed&vs=25&utm_medium=.JOBS%20Universe
JOB178684373082,Scientific Computing Lead - Data Engineer,Scientific Computing Lead - Data Engineer,"A Bachelor’s degree in computer science, information technology, or other quantitative field.,5 or more years of relevant experience, ideally in a scientific computing environment.,Ability to design informative and accessible technical training materials.,Proven deep technical background including Linux administration.,Ability to work in a demanding environment with minimal supervision.,Strong track record of implementing cloud-based processing techniques.,Administration experience with Azure, AWS, Google Cloud or one of the other major IaaS providers. Google Cloud Platform preferred.,A passion for data science including knowledge of at least one high-level programming language. Python and/or R are preferred.,Familiarity with database usage and basic administration tasks. PostgreSQL preferred.,Experience leveraging established distributed computing frameworks such as Apache Spark and Hadoop.,Experience handling large volumes of spatiotemporal data.","Provide technical leadership and training to all staff.,Work closely with scientific teams to streamline scientific computing workflows for cloud computing environments.,Design, develop, and deliver scalable data management and processing architectures.,Optimize and support our existing private cloud agreement.,Manage our public cloud billing and resource usage at the project level.,Identify technology gaps/risks and establish mitigation strategies.,Generate metrics to facilitate an understanding of computational strategies and efficiency.,Maintain and optimize custom software stack.,Setup, training, and orientation for new users.,Write tutorials and lead training sessions on programming and data management best practices.,Attend workshops, conferences, and scientific field expeditions to build further expertise as well as rapport with scientific staff.,Remain up to date with cutting edge methods and proactively work to implement them at WHRC.","
At the Woods Hole Research Center our mission is to advance scientific discovery and seek science-based solutions for the world’s environmental and economic challenges through research and education. We have been named the world's #1 climate change think tank for four years in a row. We require state of the art computing systems for our scientists to meet that need. We seek an experienced scientific computing lead to manage its public and private cloud resources. The successful candidate will work closely with our scientists to optimize their processing workflows. This is not your typical technical position. This role is integral to WHRC’s mission of investigating the causes and effects of climate change. The ideal candidate will have passions for both high performance computing and climate solutions. Time away from the desk to travel for workshops and scientific field expeditions will be an integral and rewarding part of this position. Building a close relationship with scientific teams will be paramount to success. We would like this individual to begin as soon as possible.
Responsibilities:
Provide technical leadership and training to all staff.
Work closely with scientific teams to streamline scientific computing workflows for cloud computing environments.
Design, develop, and deliver scalable data management and processing architectures.
Optimize and support our existing private cloud agreement.
Manage our public cloud billing and resource usage at the project level.
Identify technology gaps/risks and establish mitigation strategies.
Generate metrics to facilitate an understanding of computational strategies and efficiency.
Maintain and optimize custom software stack.
Setup, training, and orientation for new users.
Write tutorials and lead training sessions on programming and data management best practices.
Attend workshops, conferences, and scientific field expeditions to build further expertise as well as rapport with scientific staff.
Remain up to date with cutting edge methods and proactively work to implement them at WHRC.
Desired Qualifications and Experience:
A Bachelor’s degree in computer science, information technology, or other quantitative field.
5 or more years of relevant experience, ideally in a scientific computing environment.
Ability to design informative and accessible technical training materials.
Proven deep technical background including Linux administration.
Ability to work in a demanding environment with minimal supervision.
Strong track record of implementing cloud-based processing techniques.
Administration experience with Azure, AWS, Google Cloud or one of the other major IaaS providers. Google Cloud Platform preferred.
A passion for data science including knowledge of at least one high-level programming language. Python and/or R are preferred.
Familiarity with database usage and basic administration tasks. PostgreSQL preferred.
Experience leveraging established distributed computing frameworks such as Apache Spark and Hadoop.
Experience handling large volumes of spatiotemporal data.
Classification and Compensation: This is a full-time, salaried, exempt position. WHRC offers a competitive salary as well as a very generous benefit package. Salary is negotiable.
",https://stackoverflow.com/jobs/194613/scientific-computing-lead-data-engineer-woods-hole-research-center
JOB179096897265,data engineer jobs,data engineer jobs,,,"
",http://www.indeed.com/jobs?q=data%20engineer&indpubnum=6943489856182715&chnl=9653_DataEngineer
JOB182250832944,Senior Data Engineer - BlackLocus Jobs in Texas,Senior Data Engineer - BlackLocus Jobs in Texas,,"The specific accommodation requested to complete the employment application.,The name of the organization being represented,The location of the organization","
The Home Depot is committed to being an equal employment employer offering opportunities to all job seekers including individuals with disabilities. If you believe you need reasonable accommodations in order to search for a job opening or to apply for a position please contact us by sending an email to myTHDHR@homedepot.com. This email box is designed to assist job seekers who require reasonable accommodation to the application process. A response to your request may take up to two business days.
In your email please include the following:
The specific accommodation requested to complete the employment application.
The Home Depot store location(s) (city, state) to which you would like to apply
If you are a third-party organization supporting individuals with disabilities, please send an email to myTHDHR@homedepot.com
In your email please include the following
The name of the organization being represented
The location of the organization
A brief description of your need
Please Note:
Emails sent for non-disability related issues such as following up on an application will not receive a response.
Thank you
",https://militaryjobs.homedepot.com/senior-data-engineer-blacklocus/jobs-in/texas/usa/jobs/?utm_medium=.JOBS%20Universe&utm_source=.JOBS%20RSS%20Feed-DE&vs=25&utm_campaign=.JOBS%20RSS%20Feed
