id,name,requirements,tasks,summary,pageUrl
JOB125183026545,Product Analyst / Data Analyst / Data Science Analyst / Data Scientist - Online Platform,,"Working within the analytics / data science team tasked with optimising product performance,Analyse a combination of product / customer / user behaviour data,Implement statistical techniques to increase the quality of your analysis,Conduct statistical segmentations,Provide strategic insights and recommendations for improvement,Identify optimisation opportunities, generating experimentation / A/B tests ideas and analysing results,Degree educated (Maths / Stats / Engineering /Economics / Physics / Chemistry preferred),Hands on experience using SQL to analyse / manipulate large data-sets,Experience with Google Analytics is highly desirable,Experience working for an online platform / on an online product is highly desirable,Experience using R or Python is highly desirable,Experience using visualisation tools (e.g. Tableau / Looker ) is highly desirable","Product Analyst / Data Analyst / Data Science Analyst / Data Scientist - Online Platform
This is a b...",https://www.linkedin.com/jobs/view/838728371/?eBP=CwEAAAFmLUsrAWAU8RMNnKLy451mFzoKW3umo_SXEsj7fBaaKHBsR4dFe7OOAcKjJgQpSCRzmRjaooUIMkj0DgB9r1RPg5DqU3SznS0YdFOZAeEOe2wJsoyksaThcmNX5gsXpE2bdZim2ThyssyB__a7ZBSvjdvK7WQx-FTxCboedbk2Ryi9uNBNGYKXph94Gz-5KPrXnZezpUsgjoRYQREbYVWAj_cjHvGuyv-SerAGomRWjsPeQ4l2pkgrmXVyee17DmFNgSyxXp6rI7cW-q5QVBBQKyWH4866Jou6NcNAjJwz_YgKCMG8U2i81pKX2GlWE8jISpbT1ledxo25WcD23qp2&refId=c62f9cc6-b3be-491e-adb6-e8a8068d655b&trk=d_flagship3_job_details&lipi=urn%3Ali%3Apage%3Ad_flagship3_job_details%3B07wjQOqnQ%2BKj%2Fi6WhZBK4g%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_job_details-jobdetails_peoplealsoviewed
JOB127717661659,Data Analyst / Bioinformatics Specialist,,," 000115
Other
Ongoing
Full-Time
Arthritis & Clinical Immunology – Nath
The Nath laboratory is seekin...",https://www.nature.com/naturecareers/job/data-analyst-bioinformatics-specialist-oklahoma-medical-research-foundation-omrf-721406
JOB129664867326,Postdoctoral Fellow - Real World Data Analyst,"Ph.D. in biology- or data-related sciences such as Molecular Biology, Biomedicine, Computational Biology, Bioinformatics, Data Science.,Knowledge and experience in cancer immunology is a must. Additional knowledge and experience in epidemiology is a plus.,Strong quantitative analytical skills in statistics, machine learning and predictive modeling.,Experience in analysis of Real World Data such as EHR and health insurance claims is highly desired.,Experience in analysis of large scale genetic data is also highly desired.,A creative self-motivated individual with excellent communication skills.","Identify and apply appropriate analytical methods to ensure fit-for-purpose approaches.,Apply rigor in study design and analysis plan. * * Prepare data and perform data analysis.,Interpret results, create visualization and generate reports to convey new insights in cancer biology in a way that maximize impact and interpretability.,Present work internally and at conferences.,Publish in peer-reviewed journals.","Job summary:
The digitization and availability of the vast amount of real world patient data has cre...",http://www.nature.com/naturejobs/science/jobs/666843-postdoctoral-fellow-real-world-data-analyst
JOB140975973713,Associate Data Analyst,"Bachelor’s degree in computer science, mathematics or quantitative methods (or equivalent years of experience),Entry level experience in data manipulation, cleansing and modeling (0-2 years), although demonstration of core skill set required to satisfy project requests.,Experience in at least one general-purpose or data programming language (such as Python, C, C++, SAS, R, Java, and SQL) required.,Excellent attention to detail, organization and documentation.,Good communication skills.,Analytical and problem solving skills with those needs.,Understanding of data and how the data corresponds with the country of origin to assist in creating a statistical model","Supports a variety of data-driven testing using LexisNexis data assets,Clarifies understanding of test objectives and the data required to support the test. Helps make the data available to stakeholders,Analyzes client data to prepare for analysis. Identifies data quality concerns and opportunities (i.e. performance indicators, scores, approval/declination indicators, etc.).,Creates, supports, and enhances the code that supports data processes.,Communicates data findings to stakeholders.,Reviews data findings.,Enforces best practices with regard to data quality testing best practices.,Interfaces between engineering and/or the help desk to facilitate issues with products or systems.","The Associate Data Modeler uses data science principles to collaborate with other teams to receive, ...",https://www.linkedin.com/jobs/view/706263800/?eBP=CwEAAAFjrSoAVz9o_RadyKb1fUEcTYXB_YhhU7u55ENijDm_8xZ2sn6KqC5UY5ELPEejSVAizuv9kFk-UDsEe8vKPGzbkjuPz4BT-wcJh37IL-5tpoJuPS8OThW5obU0MoJH0ad_cjajomLVFMUcV90B8q5nuyhe0DiWASiSaR24rqF7aWTvlTTW1e_O-f29iaIEieJTGV41G5yjQEfvzTy8sLfKkdU1uwaVmv6m_ybuidN6X1iq-bWl1ZO-Usq7Xc2u6X-3_s4rUi9Hog_MIDgdtVhRZkQmyeDaS5KllihSrShp60ytIRAbd46MblN5DZRvci-1y3CwYGf80JXF&refId=254e4435-44c0-4b06-bedb-b3b0672e2abd&trk=d_flagship3_search_srp_jobs&lipi=urn%3Ali%3Apage%3Ad_flagship3_search_srp_jobs%3BqQSphLKBQHiiZa5bY6UIBg%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_search_srp_jobs-A_jobssearch_job_result_click&lici=q6XVRgGfQH2KhHB0873dZQ%3D%3D
JOB152341322708,Postdoctoral Research Fellow – Clinical Genomics Data Analyst,,,"Job summary:
A promising approach in human genetic research and drug discovery is the study of human...",http://www.nature.com/naturejobs/science/jobs/674733-postdoctoral-research-fellow-clinical-genomics-data-analyst
JOB152500306490,Data analyst,,,"Turn on email alerts for this search
",https://www.google.com/search?q=google+data+analyst+job+listing&oq=google+data+analyst+job+listing&aqs=chrome..69i57j0l2j69i60l3.5557j0j4&sourceid=chrome&ie=UTF-8&ibp=htl;jobs&sa=X&ved=0ahUKEwi-8oWXqaTcAhUMIjQIHYm3C3oQiYsCCIIBKAE
JOB156641043778,Data Analyst,"Bachelor's Degree in Information Systems, Computer Science, or related field,Minimum of 2-3 years of professional data analysis,Strong data analysis & business skills,Knowledge of data visualization and predictive analytics tools,Knowledge of Microsoft tools (SSIA, SSAS, SSRS),Knowledge of analytic approaches and methods (reporting, modeling, optimization)","Gather and analyze data in support of business cases and proposed projects.,Create and maintain business intelligence reports and delivery systems and create, maintain, and enhance regular reporting deliverables.,Proactively analyze data from a variety of sources to inform decision making,Scrub data to ensure accuracy of reporting,Quickly and accurately deliver applications and analysis, constantly exceeding customer expectations.,Develop insight to data, review findings with business partners, and provide superb customer service through clear and concise communications as well as complete documentation,Perform other job-related duties as assigned by Managers(s).",We are seeking an experienced Data Analyst. The Data Analyst will work with the executive team to he...,https://www.linkedin.com/comm/jobs/view/813063135?trk=eml-apply-confirm-applied-job&midToken=AQG99I5jLBQZeg&trkEmail=eml-jobs_applicant_applied-null-16-null-null-1l79iw~jl7bm1r9~15-null-jobs~view&lipi=urn%3Ali%3Apage%3Aemail_jobs_applicant_applied%3Bx7hDj30dS5qu%2F5zPoexvsA%3D%3D
JOB160533109735,Bioinformatics Data Analyst (m/f) in Epigenetics and Chronic Obstructive Pulmonary Disease (COPD),,"PhD in bioinformatics, computational biology, systems biology, biostatistics or a related field,Extensive experience in mining, integration and analysis of multiple next-generation sequencing data sets;,Experience with common bioinformatics methods, tools, websites (e.g. NCBI, UCSC, Ensembl) and data resources (e.g. TCGA, ENCODE);,Experience with retrieving, normalizing and analyzing high-throughput datasets using R packages / Bioconductor, as well as in the visual presentation of biological data from high-throughput experiments;,Very good work organization skills and the ability to work independently,Experience in working in interdisciplinary teams,Excellent communication skills in English,1-page cover letter explaining the reasons of interest to join our team,Curriculum Vitae summarizing technical skills, personal goals and extra-scientific passions,2 reference names","
BioMed X Innovation Center, Im Neuenheimer Feld 583, 69120 Heidelberg, Germany
About BioMed X
The B...",http://www.nature.com/naturejobs/science/jobs/663431-bioinformatics-data-analyst-m-f-in-epigenetics-and-chronic-obstructive-pulmonary-disease-copd
JOB163543033211,Data Analyst,"Strong relational database skills (Access, SQL Server, Postgres, etc.) and SQL skills (writing complex queries to pull large sets of data, performing analysis using SQL queries),1+ years of experience with analytical and data mining tools such as Tableau.,Retail and/or Call Center knowledge preferred,2-4 years of work experience in data mining, statistical analysis, auditing, and/or forecasting.,Experience building reports/analyses with analytical tools (e.g. Excel, JMP, SAS, Mathematica, SPSS, Tableau, etc.),Experience in data visualization and building dashboards (Tableau, R, Excel, etc.),Proficiency in Excel (Pivot Tables, V-Lookup, Macros, VBA, etc.) a must,20% - Review sales/financial analyses (what sold/did not sell; determine which categories have potential to move upward; cost/benefit analysis; data process modeling/analysis of problems, regression analysis).,15% - Identify trends in consumer lifestyle and technology; conduct customer focus groups and analyze/synthesize findings. Scan business/industry trends; scan competitive landscape; analyze consumer data.,25% - Interpret data based on specific knowledge of statistics and procedures used. Provide data to all Directors to support decision making. Provide input on forecast based on knowledge of product and technology.,20% - Provide input on strategy based on knowledge of industry and technology trends. Provide customers with specialized information from a variety of resources. Facilitate workout problem-solving sessions with multiple groups of people.,20% - Synthesize findings and derive conclusions from analyses and make oral/written recommendations to upper management. Execute tasks related to core operations projects and/or process improvements. Execute day to day processes related to their areas of responsibility. Communicate issues and roadblocks related to respective area.",,"Job description
Data Analyst
On-going contract (with strong possibility of becoming permanent)
Vinin...",https://www.linkedin.com/jobs/view/814745501/
JOB165083578937,Data Analyst - Data Insights,,,"AllSan Francisco, CASan Jose, CAMountain View, CASunnyvale, CASanta Clara, CAMenlo Park, CAOakland, ...",https://www.google.com/search?q=Data+Analyst+&ibp=htl;jobs
JOB165276706175,Associate Data Analyst,"Bachelor’s degree in computer science, mathematics or quantitative methods (or equivalent years of experience),Entry level experience in data manipulation, cleansing and modeling (0-2 years), although demonstration of core skill set required to satisfy project requests.,Experience in at least one general-purpose or data programming language (such as Python, C, C++, SAS, R, Java, and SQL) required.,Excellent attention to detail, organization and documentation.,Good communication skills.,Analytical and problem solving skills with those needs.,Understanding of data and how the data corresponds with the country of origin to assist in creating a statistical model","Supports a variety of data-driven testing using LexisNexis data assets,Clarifies understanding of test objectives and the data required to support the test. Helps make the data available to stakeholders,Analyzes client data to prepare for analysis. Identifies data quality concerns and opportunities (i.e. performance indicators, scores, approval/declination indicators, etc.).,Creates, supports, and enhances the code that supports data processes.,Communicates data findings to stakeholders.,Reviews data findings.,Enforces best practices with regard to data quality testing best practices.,Interfaces between engineering and/or the help desk to facilitate issues with products or systems.","The Associate Data Modeler uses data science principles to collaborate with other teams to receive, ...",https://www.linkedin.com/jobs/view/706263800/
JOB165444887920,"19,000+Results for ""Data Analyst in United States""(660 new)","Four-year degree in a quantitative field,0-3 years of experience in a data-centric role,Excellent MS Office skills with a focus on Excel, including comfort working with VLOOKUPS, SUMIFS, FILTERS, etc.,Exceptional critical-thinking skills,Strong written and verbal communication skills,Multivariate statistical analysis,SQL queries and database management,Python’s data science tools including Pandas, Numpy, and Matplotlib,Python’s Plotly and Dash for dashboard development","Maintaining accurate databases and generating reports,Managing, cleaning, and restructuring data for analysis and forecasting,Inter-departmental communication: collecting and disseminating critical business information across various departments,Vendor management and procurement (up to 25% of total workload),Coordinating with accounting department on AP,Independently identifying potential business challenges as they arise, and working closely with management to formulate appropriate responses to those issues,Assisting operations leadership with process improvement initiatives,Analyzing data and developing clear and effective data visualizations,Assisting senior management with ad hoc projects","Job Title: Data Analyst
About Verde Natural & Dablogic: Verde Natural began the first year of Colora...",https://www.linkedin.com/jobs/data-analyst-jobs
JOB166341354839,Data Analyst - Contract,"2+ years of experience in a Data Insights, Data Analytics, Data Science or Business Analytics role,Strong experience in SQL (Redshift and PostgreSQL a plus),Experience with business intelligence tools (e.g. Looker, Tableau),Expertise with statistical analyses and concepts (e.g. regressions, experiment design, etc.),R or Python skills is a plus,Strategically-minded yet detail-oriented,Excellent interpersonal communication and presentation skills,Consumer subscription business experience a major plus,BA/BS degree in a related field (Computer Science, Math, Statistics, Engineering),Works full-time in our SF office (contract),Legally eligible to work in the United States","Partner with different departments (e.g. Engineering, Marketing, Content, Product, etc.) to produce insights,Build and maintain reporting/visualization and other tools to help deliver business insights and push the right data to the people who need it,Conduct exploratory data analysis and leverage data mining, visualization, and statistical modeling techniques to drive business decisions.,Continuously improve the quality and accessibility of our data reporting","Job description
Who We Are
At MasterClass, our mission is to democratize online education by enablin...",https://www.linkedin.com/jobs/view/927485552/
JOB171728741725,Data Analyst with Asset Management,"Strong fixed income investment domain knowledge; experience supporting mutual fund complexes and fund management a strong plus.,Experience supporting the Investortools Perform FPC / CreditScope products.,Experience supporting the Charles River IMS.,Strong SQL skills - both adhoc queries and stored procedures.,Strong understanding of batch execution (windows batch files, powershell, constructing command lines, logging).,Familiarity with job scheduling tools. (Autosys a strong plus).,Experience with web services.,Experience working within an Agile environment.,Excellent team player with good communication and analytical skills.,Bachelors degree in Information Systems, Finance or related field of study.,5+ years of IT work experience as a technical BA or client facing developer.,Financial Services industry experience required.,Are you legally authorized to work in the United States?","Elicit and document business requirements, risks and priorities.,Provide accurate translation of business requirements into functional requirements.,Analyze business requirements and perform current/target/gap/impact analyses.,Participate in consensus building across stakeholders.,Define, validate and deliver solutions that meet business needs.,Prepare documents such as gap analysis, use cases, current and proposed process workflows, data flows, implementation plans and end user guides as needed.,Interpret written business requirements, functional requirements and technical specs and develop technical solutions that meet business needs.,Collaborate with IT and Business partners to design, develop, and troubleshoot end to end technical solutions.,Code/Develop solutions that are efficient, clear, and testable.,Identify and communicate technical risks, issues, and changes.","Job description
At Perficient you’ll deliver mission-critical technology and business solutions to F...",https://www.linkedin.com/jobs/view/839822541/
JOB178347107652,"Results for ""Business Data Analyst Jobs in United States""",,,,https://www.linkedin.com/jobs/business-data-analyst-jobs
JOB180305746918,Data Analyst / Bioinformatics Specialist,,,"
Data Analyst / Bioinformatics Specialist
Overview
OMRF is an independent, not-for-profit biomedical...",https://www.nature.com/naturecareers/job/data-analyst-bioinformatics-specialist-oklahoma-medical-research-foundation-omrf-745277
